year,uf_code,uf,region,variable_code,composition,total_marriages
2024,24,RN,Northeast,4374,female_same_sex,111
2024,24,RN,Northeast,4373,male_same_sex,64
2024,24,RN,Northeast,221,opposite_sex,12549
2024,25,PB,Northeast,all,all,18472
2024,25,PB,Northeast,4374,female_same_sex,161
2024,25,PB,Northeast,4373,male_same_sex,71
2024,25,PB,Northeast,221,opposite_sex,18240
2024,26,PE,Northeast,all,all,39316
2024,26,PE,Northeast,4374,female_same_sex,258
2024,26,PE,Northeast,4373,male_same_sex,119
2024,26,PE,Northeast,221,opposite_sex,38939
2024,27,AL,Northeast,all,all,13700
2024,27,AL,Northeast,4374,female_same_sex,75
2024,27,AL,Northeast,4373,male_same_sex,43
2024,27,AL,Northeast,221,opposite_sex,13582
2024,28,SE,Northeast,all,all,6792
2024,28,SE,Northeast,4374,female_same_sex,20
2024,28,SE,Northeast,4373,male_same_sex,18
2024,28,SE,Northeast,221,opposite_sex,6754
2024,29,BA,Northeast,all,all,55603
2024,29,BA,Northeast,4374,female_same_sex,298
2024,29,BA,Northeast,4373,male_same_sex,143
2024,29,BA,Northeast,221,opposite_sex,55162
2024,31,MG,Southeast,all,all,103130
2024,31,MG,Southeast,4374,female_same_sex,825
2024,31,MG,Southeast,4373,male_same_sex,486
2024,31,MG,Southeast,221,opposite_sex,101819
2024,32,ES,Southeast,all,all,22747
2024,32,ES,Southeast,4374,female_same_sex,117
2024,32,ES,Southeast,4373,male_same_sex,62
2024,32,ES,Southeast,221,opposite_sex,22568
2024,33,RJ,Southeast,all,all,70940
2024,33,RJ,Southeast,4374,female_same_sex,551
2024,33,RJ,Southeast,4373,male_same_sex,272
2024,33,RJ,Southeast,221,opposite_sex,70117
2024,35,SP,Southeast,all,all,239050
2024,35,SP,Southeast,4374,female_same_sex,2958
2024,35,SP,Southeast,4373,male_same_sex,1576
2024,35,SP,Southeast,221,opposite_sex,234516
2024,41,PR,South,all,all,59338
2024,41,PR,South,4374,female_same_sex,431
2024,41,PR,South,4373,male_same_sex,232
2024,41,PR,South,221,opposite_sex,58675
2024,42,SC,South,all,all,36111
2024,42,SC,South,4374,female_same_sex,299
2024,42,SC,South,4373,male_same_sex,208
2024,42,SC,South,221,opposite_sex,35604
2024,43,RS,South,all,all,36615
2024,43,RS,South,4374,female_same_sex,308
2024,43,RS,South,4373,male_same_sex,141
2024,43,RS,South,221,opposite_sex,36166
2024,50,MS,Central-West,all,all,15094
2024,50,MS,Central-West,4374,female_same_sex,114
2024,50,MS,Central-West,4373,male_same_sex,61
2024,50,MS,Central-West,221,opposite_sex,14919
2024,51,MT,Central-West,all,all,20040
2024,51,MT,Central-West,4374,female_same_sex,110
2024,51,MT,Central-West,4373,male_same_sex,88
2024,51,MT,Central-West,221,opposite_sex,19842
2024,52,GO,Central-West,all,all,33644
2024,52,GO,Central-West,4374,female_same_sex,279
2024,52,GO,Central-West,4373,male_same_sex,158
2024,52,GO,Central-West,221,opposite_sex,33207
2024,53,DF,Central-West,all,all,20236
2024,53,DF,Central-West,4374,female_same_sex,189
2024,53,DF,Central-West,4373,male_same_sex,115
2024,53,DF,Central-West,221,opposite_sex,19932
