specification_id,estimate,std_error,statistic,p_value,ci_lower,ci_upper,outcome,sex,controls,window,age_specific_trends,geography_level,geography_value,effect_percentage_points,ci_lower_percentage_points,ci_upper_percentage_points,observations,periods,unweighted_people,unweighted_union_cases,zero_case_cells,dropped_observations,variance_weight_winsorization
PNADC-CELL-076,0.0109877574847808,0.00235749002030313,4.66078642545768,3.15003461263758e-06,0.00636716195107403,0.0156083530184875,union_expanded,female,17-18-19,short_run_clean,FALSE,Brazil,Brazil,1.09877574847808,0.636716195107403,1.56083530184875,108,27,511205,77974,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-077,0.00728034192918336,0.00323744716572511,2.24879096291066,0.0245257986098294,0.000935062082510868,0.0136256217758559,union_expanded,male,17-18-19,short_run_clean,TRUE,Brazil,Brazil,0.728034192918336,0.0935062082510868,1.36256217758559,108,27,547129,29881,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-078,0.0102304468866834,0.00266872326741603,3.83346112037647,0.000126352779304967,0.00499984539784392,0.0154610483755229,union_expanded,male,17-18-19,short_run_clean,FALSE,Brazil,Brazil,1.02304468866834,0.499984539784392,1.54610483755229,108,27,547129,29881,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-079,0.0102365909963903,0.00321025626034934,3.18871459665851,0.00142906894133872,0.00394460434496134,0.0165285776478192,union_expanded,combined,17-18-19,full_dynamic,TRUE,Brazil,Brazil,1.02365909963903,0.394460434496134,1.65285776478192,188,47,1583710,147753,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-080,0.0159426185863714,0.00144785445668347,11.0112024815605,3.37469148683256e-28,0.013104875996416,0.0187803611763268,union_expanded,combined,17-18-19,full_dynamic,FALSE,Brazil,Brazil,1.59426185863714,1.3104875996416,1.87803611763268,188,47,1583710,147753,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-081,0.0138934644191304,0.00564775077161697,2.45999956105582,0.013893718569908,0.00282407631310283,0.024962852525158,union_expanded,female,17-18-19,full_dynamic,TRUE,Brazil,Brazil,1.38934644191304,0.282407631310283,2.4962852525158,188,47,763647,106493,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-082,0.0202661232008139,0.00254891209744998,7.95089137090638,1.85174267056307e-15,0.0152703472900535,0.0252618991115743,union_expanded,female,17-18-19,full_dynamic,FALSE,Brazil,Brazil,2.02661232008139,1.52703472900535,2.52618991115743,188,47,763647,106493,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-083,0.00723321660563181,0.00228383366863357,3.16713809108501,0.00153947196416876,0.00275698486843002,0.0117094483428336,union_expanded,male,17-18-19,full_dynamic,TRUE,Brazil,Brazil,0.723321660563181,0.275698486843003,1.17094483428336,188,47,820063,41260,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-084,0.0112029497048169,0.00101053966610523,11.0861058507428,1.46528509902995e-28,0.00922232835430154,0.0131835710553323,union_expanded,male,17-18-19,full_dynamic,FALSE,Brazil,Brazil,1.12029497048169,0.922232835430154,1.31835710553323,188,47,820063,41260,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-085,0.00401550444885536,0.00269283439226818,1.49118135908577,0.135913886380087,-0.00126235397632107,0.00929336287403179,union_expanded,combined,17-18-19,exclude_pandemic,TRUE,Brazil,Brazil,0.401550444885536,-0.126235397632107,0.929336287403179,156,39,1391971,133210,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-086,0.0138944869666606,0.00140081662288772,9.91884786319694,3.44712117241105e-23,0.0111489368368557,0.0166400370964656,union_expanded,combined,17-18-19,exclude_pandemic,FALSE,Brazil,Brazil,1.38944869666606,1.11489368368557,1.66400370964656,156,39,1391971,133210,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-087,0.00151114473876578,0.00363768599539118,0.415413738481095,0.677839051087915,-0.00561858879926668,0.00864087827679823,union_expanded,female,17-18-19,exclude_pandemic,TRUE,Brazil,Brazil,0.151114473876578,-0.561858879926668,0.864087827679823,156,39,671229,96224,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-088,0.0159239230691954,0.0022755158386015,6.997939895238,2.59753470838038e-12,0.011463993979286,0.0203838521591048,union_expanded,female,17-18-19,exclude_pandemic,FALSE,Brazil,Brazil,1.59239230691954,1.1463993979286,2.03838521591048,156,39,671229,96224,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-089,0.00647524841751416,0.00278961406249388,2.3211986577546,0.020276124601136,0.00100770532425968,0.0119427915107686,union_expanded,male,17-18-19,exclude_pandemic,TRUE,Brazil,Brazil,0.647524841751416,0.100770532425968,1.19427915107686,156,39,720742,36986,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-090,0.0111718608796857,0.00114971233574045,9.71709229551812,2.5495807497388e-22,0.00891846610905297,0.0134252556503184,union_expanded,male,17-18-19,exclude_pandemic,FALSE,Brazil,Brazil,1.11718608796857,0.891846610905297,1.34252556503184,156,39,720742,36986,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-091,0.00179683447276798,0.00401968463221252,0.44700881715165,0.654868693704842,-0.00608160263557769,0.00967527158111366,union_expanded,combined,17-18-19,post_pandemic,TRUE,Brazil,Brazil,0.179683447276798,-0.608160263557769,0.967527158111366,144,36,1286337,123702,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-092,0.0145841118563988,0.00145030000794804,10.0559275849644,8.65029191173654e-24,0.0117415760740424,0.0174266476387551,union_expanded,combined,17-18-19,post_pandemic,FALSE,Brazil,Brazil,1.45841118563988,1.17415760740424,1.74266476387551,144,36,1286337,123702,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-093,-0.00111907493504003,0.00596905716511683,-0.187479346249171,0.851284815884237,-0.0128182120003298,0.0105800621302497,union_expanded,female,17-18-19,post_pandemic,TRUE,Brazil,Brazil,-0.111907493504003,-1.28182120003298,1.05800621302497,144,36,620494,89332,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-094,0.0170003721068875,0.00241552429267622,7.03796362488758,1.95069592253018e-12,0.0122660314894606,0.0217347127243145,union_expanded,female,17-18-19,post_pandemic,FALSE,Brazil,Brazil,1.70003721068875,1.22660314894606,2.17347127243145,144,36,620494,89332,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-095,0.0046595042667507,0.00345825219001291,1.34735814820182,0.177864912806065,-0.00211854547513138,0.0114375540086328,union_expanded,male,17-18-19,post_pandemic,TRUE,Brazil,Brazil,0.46595042667507,-0.211854547513138,1.14375540086328,144,36,665843,34370,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-096,0.0113707677793239,0.00118785275642514,9.57253979318476,1.04311121579674e-21,0.00904261915779396,0.0136989164008538,union_expanded,male,17-18-19,post_pandemic,FALSE,Brazil,Brazil,1.13707677793239,0.904261915779396,1.36989164008538,144,36,665843,34370,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-097,0.00901527697104686,0.00244636085150688,3.68517872802524,0.00022854220562335,0.00422049780890464,0.0138100561331891,union_expanded,combined,18-19,short_run_clean,TRUE,Brazil,Brazil,0.901527697104686,0.422049780890464,1.38100561331891,81,27,790123,85500,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-098,0.016391557170993,0.00172987405266342,9.47557837852734,2.65286924644189e-21,0.0130010663299823,0.0197820480120036,union_expanded,combined,18-19,short_run_clean,FALSE,Brazil,Brazil,1.6391557170993,1.30010663299823,1.97820480120036,81,27,790123,85500,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-099,0.00616331546868756,0.00361704968925054,1.7039620680369,0.0883881739921977,-0.000925971652535292,0.0132526025899104,union_expanded,female,18-19,short_run_clean,TRUE,Brazil,Brazil,0.616331546868756,-0.0925971652535293,1.32526025899104,81,27,382070,61129,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-100,0.0173841585692358,0.00318228639030417,5.46278883704563,4.68712024656549e-08,0.0111469918557477,0.023621325282724,union_expanded,female,18-19,short_run_clean,FALSE,Brazil,Brazil,1.73841585692358,1.11469918557477,2.3621325282724,81,27,382070,61129,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-101,0.0115292215911681,0.00341347724714439,3.37755923254303,0.000731322006315976,0.00483892912471816,0.018219514057618,union_expanded,male,18-19,short_run_clean,TRUE,Brazil,Brazil,1.15292215911681,0.483892912471816,1.8219514057618,81,27,408053,24371,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-102,0.0141899051488762,0.00270934495040225,5.23739332149989,1.62860377643215e-07,0.00887968662439232,0.01950012367336,union_expanded,male,18-19,short_run_clean,FALSE,Brazil,Brazil,1.41899051488762,0.887968662439232,1.950012367336,81,27,408053,24371,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-103,0.0165059127775153,0.00408333181665319,4.04226585510358,5.29371635212343e-05,0.0085027294799485,0.024509096075082,union_expanded,combined,18-19,full_dynamic,TRUE,Brazil,Brazil,1.65059127775153,0.85027294799485,2.4509096075082,141,47,1182148,117455,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-104,0.0214444452988718,0.00195311464233084,10.9796142193067,4.78964809201841e-28,0.0176164109422256,0.0252724796555181,union_expanded,combined,18-19,full_dynamic,FALSE,Brazil,Brazil,2.14444452988718,1.76164109422256,2.52724796555181,141,47,1182148,117455,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-105,0.0215296272085531,0.00725562304997565,2.96730233368799,0.0030042538569122,0.00730886734520219,0.0357503870719041,union_expanded,female,18-19,full_dynamic,TRUE,Brazil,Brazil,2.15296272085531,0.730886734520219,3.57503870719041,141,47,570645,83698,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-106,0.027040247401608,0.00351903386490794,7.68399749466902,1.54199681569482e-14,0.0201430677660117,0.0339374270372044,union_expanded,female,18-19,full_dynamic,FALSE,Brazil,Brazil,2.7040247401608,2.01430677660117,3.39374270372044,141,47,570645,83698,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-107,0.0126743795315209,0.00272655685256965,4.64849266560345,3.34369508732164e-06,0.00733042629868346,0.0180183327643583,union_expanded,male,18-19,full_dynamic,TRUE,Brazil,Brazil,1.26743795315209,0.733042629868346,1.80183327643583,141,47,611503,33757,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-108,0.0148286669933448,0.00114093122875417,12.9969858126654,1.27260993220042e-38,0.0125924828761496,0.01706485111054,union_expanded,male,18-19,full_dynamic,FALSE,Brazil,Brazil,1.48286669933448,1.25924828761496,1.706485111054,141,47,611503,33757,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-109,0.00785630623138652,0.00339928985843888,2.31116102437776,0.0208239623084065,0.00119382053583407,0.014518791926939,union_expanded,combined,18-19,exclude_pandemic,TRUE,Brazil,Brazil,0.785630623138652,0.119382053583407,1.4518791926939,117,39,1038255,105900,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-110,0.018208579242579,0.00175401556911877,10.3810818804345,3.02329437692316e-25,0.0147707718987836,0.0216463865863743,union_expanded,combined,18-19,exclude_pandemic,FALSE,Brazil,Brazil,1.8208579242579,1.47707718987836,2.16463865863743,117,39,1038255,105900,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-111,0.00459124024547025,0.00495106849414538,0.927323112354308,0.353758797751921,-0.00511267568804565,0.0142951561789861,union_expanded,female,18-19,exclude_pandemic,TRUE,Brazil,Brazil,0.459124024547025,-0.511267568804565,1.42951561789861,117,39,501065,75606,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-112,0.020479585572682,0.00303102439379845,6.75665481761998,1.41214077529201e-11,0.0145388869245747,0.0264202842207893,union_expanded,female,18-19,exclude_pandemic,FALSE,Brazil,Brazil,2.0479585572682,1.45388869245747,2.64202842207893,117,39,501065,75606,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-113,0.0112911776018908,0.00321270095209942,3.51454360995295,0.000440510336138833,0.00499439944267837,0.0175879557611032,union_expanded,male,18-19,exclude_pandemic,TRUE,Brazil,Brazil,1.12911776018908,0.499439944267837,1.75879557611032,117,39,537190,30294,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-114,0.0144483085159014,0.00124095373452883,11.6429066724129,2.49369588315565e-31,0.0120160838897444,0.0168805331420583,union_expanded,male,18-19,exclude_pandemic,FALSE,Brazil,Brazil,1.44483085159014,1.20160838897444,1.68805331420583,117,39,537190,30294,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-115,0.00326752352692967,0.0048246981178077,0.677249321541885,0.498247779188708,-0.0061887110202516,0.0127237580741109,union_expanded,combined,18-19,post_pandemic,TRUE,Brazil,Brazil,0.326752352692967,-0.61887110202516,1.27237580741109,108,36,958769,98295,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-116,0.01869315184622,0.00190846827514086,9.79484547357239,1.18478437942544e-22,0.0149526227613066,0.0224336809311333,union_expanded,combined,18-19,post_pandemic,FALSE,Brazil,Brazil,1.869315184622,1.49526227613066,2.24336809311333,108,36,958769,98295,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-117,-0.00193133842530771,0.00713399900563626,-0.27072311389192,0.78660399812786,-0.0159137195420993,0.0120510426914839,union_expanded,female,18-19,post_pandemic,TRUE,Brazil,Brazil,-0.193133842530771,-1.59137195420993,1.20510426914839,108,36,462974,70172,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-118,0.0212646049796336,0.00334825129042639,6.35095849598721,2.13977440345274e-10,0.0147021530392081,0.0278270569200591,union_expanded,female,18-19,post_pandemic,FALSE,Brazil,Brazil,2.12646049796336,1.47021530392081,2.78270569200591,108,36,462974,70172,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-119,0.0092229046306188,0.00420277846915476,2.19447793841812,0.0282010682683179,0.000985610196075092,0.0174601990651625,union_expanded,male,18-19,post_pandemic,TRUE,Brazil,Brazil,0.92229046306188,0.0985610196075092,1.74601990651625,108,36,495795,28123,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-120,0.0144747167648213,0.00126891869696263,11.407127028287,3.85244054991445e-30,0.011987681819465,0.0169617517101775,union_expanded,male,18-19,post_pandemic,FALSE,Brazil,Brazil,1.44747167648213,1.1987681819465,1.69617517101775,108,36,495795,28123,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-121,7.00531493616063e-05,0.00344797010704688,0.0203172148211011,0.983790323180036,-0.00668784408022099,0.0068279503789442,union_expanded,combined,16-17,short_run_clean,TRUE,Brazil,Brazil,0.00700531493616063,-0.668784408022099,0.68279503789442,81,27,807601,47128,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-122,0.00142618834999176,0.00284907508765832,0.500579418271475,0.61666715040159,-0.00415789621106886,0.00701027291105237,union_expanded,combined,16-17,short_run_clean,FALSE,Brazil,Brazil,0.142618834999176,-0.415789621106885,0.701027291105237,81,27,807601,47128,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-123,-0.00262813627685017,0.00381054426087883,-0.689701023507869,0.490382222088016,-0.0100966657896685,0.00484039323596815,union_expanded,female,16-17,short_run_clean,TRUE,Brazil,Brazil,-0.262813627685017,-1.00966657896685,0.484039323596815,81,27,389990,35203,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-124,0.0006995055579256,0.00319341820828588,0.219046022882506,0.826614197111933,-0.00555947911788914,0.00695849023374035,union_expanded,female,16-17,short_run_clean,FALSE,Brazil,Brazil,0.06995055579256,-0.555947911788914,0.695849023374035,81,27,389990,35203,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-125,0.00312415937794922,0.00350122506962681,0.892304640753133,0.372229667502367,-0.00373811566028808,0.00998643441618651,union_expanded,male,16-17,short_run_clean,TRUE,Brazil,Brazil,0.312415937794922,-0.373811566028808,0.998643441618651,81,27,417611,11925,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-126,0.00286621793877481,0.00278850043750901,1.02787071510565,0.304010646648518,-0.00259914248961702,0.00833157836716664,union_expanded,male,16-17,short_run_clean,FALSE,Brazil,Brazil,0.286621793877481,-0.259914248961702,0.833157836716664,81,27,417611,11925,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-127,0.0024625747101291,0.00280328319336776,0.878460911817708,0.379693641180986,-0.00303175938733815,0.00795690880759635,union_expanded,combined,16-17,full_dynamic,TRUE,Brazil,Brazil,0.24625747101291,-0.303175938733815,0.795690880759635,141,47,1207013,63252,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-128,0.00772598287997016,0.00120693256067938,6.40133768171873,1.54021499991913e-10,0.00536043852926989,0.0100915272306704,union_expanded,combined,16-17,full_dynamic,FALSE,Brazil,Brazil,0.772598287997016,0.536043852926989,1.00915272306704,141,47,1207013,63252,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-129,0.00147426302480287,0.00356143569657538,0.413951886375627,0.67890934345704,-0.00550602267374018,0.00845454872334593,union_expanded,female,16-17,full_dynamic,TRUE,Brazil,Brazil,0.147426302480287,-0.550602267374018,0.845454872334593,141,47,582238,47073,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-130,0.00912279302590664,0.00180628931880786,5.05057131818044,4.40490610652692e-07,0.00558253101538386,0.0126630550364294,union_expanded,female,16-17,full_dynamic,FALSE,Brazil,Brazil,0.912279302590664,0.558253101538386,1.26630550364294,141,47,582238,47073,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-131,0.00361943287684493,0.00252083045884657,1.43580972061923,0.15105649303515,-0.00132130403362592,0.00856016978731578,union_expanded,male,16-17,full_dynamic,TRUE,Brazil,Brazil,0.361943287684493,-0.132130403362592,0.856016978731578,141,47,624775,16179,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-132,0.00610996427408909,0.000944837405048971,6.46668330597307,1.00177289282015e-10,0.00425811698894683,0.00796181155923136,union_expanded,male,16-17,full_dynamic,FALSE,Brazil,Brazil,0.610996427408909,0.425811698894683,0.796181155923136,141,47,624775,16179,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-133,-0.000199146237447487,0.00313792765984487,-0.0634642538118078,0.949396823164892,-0.00634937143683548,0.0059510789619405,union_expanded,combined,16-17,exclude_pandemic,TRUE,Brazil,Brazil,-0.0199146237447487,-0.634937143683548,0.59510789619405,117,39,1062196,57101,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-134,0.00707645107864936,0.00139261785115803,5.08140196017519,3.74659366972076e-07,0.00434697024615206,0.00980593191114665,union_expanded,combined,16-17,exclude_pandemic,FALSE,Brazil,Brazil,0.707645107864936,0.434697024615206,0.980593191114665,117,39,1062196,57101,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-135,-0.00329906449053289,0.00369048822914012,-0.893937139396206,0.371355525188687,-0.0105322885050165,0.00393415952395075,union_expanded,female,16-17,exclude_pandemic,TRUE,Brazil,Brazil,-0.329906449053289,-1.05322885050165,0.393415952395075,117,39,512534,42606,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-136,0.00794262354657782,0.00203745751328984,3.89830143439558,9.68697866236846e-05,0.0039492802004992,0.0119359668926564,union_expanded,female,16-17,exclude_pandemic,FALSE,Brazil,Brazil,0.794262354657782,0.39492802004992,1.19359668926564,117,39,512534,42606,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-137,0.00348479588478599,0.00312136014288071,1.11643505563888,0.264235955007415,-0.00263295757803899,0.00960254934761098,union_expanded,male,16-17,exclude_pandemic,TRUE,Brazil,Brazil,0.348479588478599,-0.263295757803899,0.960254934761098,117,39,549662,14495,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-138,0.00606422706566629,0.00107525424493378,5.63980760293556,1.70240275322682e-08,0.00395676747137226,0.00817168665996031,union_expanded,male,16-17,exclude_pandemic,FALSE,Brazil,Brazil,0.606422706566629,0.395676747137226,0.817168665996031,117,39,549662,14495,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-139,0.00287289871309565,0.00392092093515388,0.732710187379204,0.463735209201922,-0.00481196510603508,0.0105577625322264,union_expanded,combined,16-17,post_pandemic,TRUE,Brazil,Brazil,0.287289871309565,-0.481196510603508,1.05577625322264,108,36,984029,53124,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-140,0.00823695111537951,0.00125086203718337,6.58501966685877,4.54825182247342e-11,0.0057853065728717,0.0106885956578873,union_expanded,combined,16-17,post_pandemic,FALSE,Brazil,Brazil,0.823695111537951,0.57853065728717,1.06885956578873,108,36,984029,53124,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-141,-0.000581118375331448,0.00555383889218353,-0.104633639292151,0.916666520912824,-0.011466442579949,0.0103042058292861,union_expanded,female,16-17,post_pandemic,TRUE,Brazil,Brazil,-0.0581118375331448,-1.1466442579949,1.03042058292861,108,36,475000,39647,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-142,0.00948144617353921,0.0019347092053699,4.90070866837398,9.54915719711824e-07,0.0056894858104561,0.0132734065366223,union_expanded,female,16-17,post_pandemic,FALSE,Brazil,Brazil,0.948144617353921,0.56894858104561,1.32734065366223,108,36,475000,39647,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-143,0.00590256262867003,0.00358032659487807,1.64861011202556,0.0992275357671046,-0.00111474855018192,0.012919873807522,union_expanded,male,16-17,post_pandemic,TRUE,Brazil,Brazil,0.590256262867003,-0.111474855018192,1.2919873807522,108,36,509029,13477,0,0,"inverse design variance, 5th/95th percentile"
PNADC-CELL-144,0.00666467566816523,0.00102281316887685,6.51602450082228,7.21951879753704e-11,0.00465999869425332,0.00866935264207714,union_expanded,male,16-17,post_pandemic,FALSE,Brazil,Brazil,0.666467566816523,0.465999869425332,0.866935264207714,108,36,509029,13477,0,0,"inverse design variance, 5th/95th percentile"
