year,cod_mun,distinct_place_names,place_names
2009,5214051,3,Mundo Novo (BA) || Mundo Novo (GO) || Mundo Novo (MS)
2009,4117008,2,Nova Fátima (BA) || Nova Fátima (PR)
2009,4211652,3,Novo Horizonte (BA) || Novo Horizonte (SC) || Novo Horizonte (SP)
2009,4314704,4,Planalto (BA) || Planalto (PR) || Planalto (RS) || Planalto (SP)
2009,3157203,2,Santa Bárbara (BA) || Santa Bárbara (MG)
2009,4318309,2,São Gabriel (BA) || São Gabriel (RS)
2009,4320701,2,Sobradinho (BA) || Sobradinho (RS)
2009,3554300,2,Teodoro Sampaio (BA) || Teodoro Sampaio (SP)
2009,3306107,2,Valença (BA) || Valença (RJ)
2009,5100201,2,Água Boa (MG) || Água Boa (MT)
2009,4201208,2,Antônio Carlos (MG) || Antônio Carlos (SC)
2009,4103008,3,Boa Esperança (ES) || Boa Esperança (MG) || Boa Esperança (PR)
2009,4103206,2,Bom Sucesso (MG) || Bom Sucesso (PR)
2009,5204250,2,Cachoeira Dourada (GO) || Cachoeira Dourada (MG)
2009,4104451,3,Cantagalo (MG) || Cantagalo (PR) || Cantagalo (RJ)
2009,5208103,2,Formoso (GO) || Formoso (MG)
2009,4206405,2,Guaraciaba (MG) || Guaraciaba (SC)
2009,4110409,2,Indianópolis (MG) || Indianópolis (PR)
2009,3522406,2,Itapeva (MG) || Itapeva (SP)
2009,4310900,2,Jacutinga (MG) || Jacutinga (RS)
2009,5212253,2,Lagoa Santa (GO) || Lagoa Santa (MG)
2009,4113254,2,Laranjal (MG) || Laranjal (PR)
2009,3302858,2,Mesquita (MG) || Mesquita (RJ)
2009,3541208,2,Presidente Bernardes (MG) || Presidente Bernardes (SP)
2009,4318200,2,São Francisco de Paula (MG) || São Francisco de Paula (RS)
2009,4126900,2,Tapira (MG) || Tapira (PR)
2009,3553500,2,Tapiraí (MG) || Tapiraí (SP)
2009,4127700,2,Toledo (MG) || Toledo (PR)
2009,3555307,2,Turmalina (MG) || Turmalina (SP)
2009,4219176,2,Vargem Bonita (MG) || Vargem Bonita (SC)
2009,4128500,2,Wenceslau Braz (MG) || Wenceslau Braz (PR)
2009,4200804,2,Anchieta (ES) || Anchieta (SC)
2009,3543907,2,Rio Claro (RJ) || Rio Claro (SP)
2009,4202099,2,Barra Bonita (SC) || Barra Bonita (SP)
2009,4103453,2,Cafelândia (PR) || Cafelândia (SP)
2009,5003751,2,Eldorado (MS) || Eldorado (SP)
2009,5207501,2,Estrela do Norte (GO) || Estrela do Norte (SP)
2009,4108809,2,Guaíra (PR) || Guaíra (SP)
2009,4109203,2,Guaraci (PR) || Guaraci (SP)
2009,4208955,2,Jardinópolis (SC) || Jardinópolis (SP)
2009,4211108,2,Monte Castelo (SC) || Monte Castelo (SP)
2009,4211850,2,Ouro Verde (SC) || Ouro Verde (SP)
2009,4117800,2,Palmital (PR) || Palmital (SP)
2009,4212239,2,Paraíso (SC) || Paraíso (SP)
2009,4212908,2,Pinhalzinho (SC) || Pinhalzinho (SP)
2009,4119657,2,Pitangueiras (PR) || Pitangueiras (SP)
2009,4213807,2,Praia Grande (SC) || Praia Grande (SP)
2009,4215356,2,Saltinho (SC) || Saltinho (SP)
2009,5219357,2,Santa Isabel (GO) || Santa Isabel (SP)
2009,4123824,2,Santa Lúcia (PR) || Santa Lúcia (SP)
2009,4216008,2,São Carlos (SC) || São Carlos (SP)
2009,5220405,2,São Simão (GO) || São Simão (SP)
2009,4127403,2,Terra Roxa (PR) || Terra Roxa (SP)
2009,4219150,2,Vargem (SC) || Vargem (SP)
2009,5001508,2,Bandeirantes (MS) || Bandeirantes (PR)
2009,4301800,2,Barracão (PR) || Barracão (RS)
2009,4204004,2,Catanduvas (PR) || Catanduvas (SC)
2009,4305603,2,Colorado (PR) || Colorado (RS)
2009,5003504,2,Douradina (MS) || Douradina (PR)
2009,5103908,2,General Carneiro (MT) || General Carneiro (PR)
2009,4207858,2,Irati (PR) || Irati (SC)
2009,5214804,2,Nova Aurora (GO) || Nova Aurora (PR)
2009,5106232,2,Nova Olímpia (MT) || Nova Olímpia (PR)
2009,4212056,2,Palmeira (PR) || Palmeira (SC)
2009,5007307,2,Rio Negro (MS) || Rio Negro (PR)
2009,4320107,2,Sarandi (PR) || Sarandi (RS)
2009,4320909,2,Tapejara (PR) || Tapejara (RS)
2009,4218806,2,Turvo (PR) || Turvo (SC)
2009,5215009,2,Nova Veneza (GO) || Nova Veneza (SC)
2009,4319109,2,São Martinho (RS) || São Martinho (SC)
2010,2109239,2,Presidente Médici (MA) || Presidente Médici (RO)
2010,4128625,2,Alto Paraíso (PR) || Alto Paraíso (RO)
2010,3109303,2,Buritis (MG) || Buritis (RO)
2010,3136603,2,Nova União (MG) || Nova União (RO)
2010,4306205,3,Cruzeiro do Sul (AC) || Cruzeiro do Sul (PR) || Cruzeiro do Sul (RS)
2010,5107206,2,Rio Branco (AC) || Rio Branco (MT)
2010,4309704,2,Humaitá (AM) || Humaitá (RS)
2010,4208401,2,Itapiranga (AM) || Itapiranga (SC)
2010,4112405,2,Japurá (AM) || Japurá (PR)
2010,3552700,2,Tabatinga (AM) || Tabatinga (SP)
2010,4300554,3,Alto Alegre (RR) || Alto Alegre (RS) || Alto Alegre (SP)
2010,3108107,2,Bonfim (MG) || Bonfim (RR)
2010,2700805,3,Belém (AL) || Belém (PA) || Belém (PB)
2010,1703305,2,Bom Jesus do Tocantins (PA) || Bom Jesus do Tocantins (TO)
2010,5002209,4,Bonito (BA) || Bonito (MS) || Bonito (PA) || Bonito (PE)
2010,4104501,2,Capanema (PA) || Capanema (PR)
2010,2407807,2,Monte Alegre (PA) || Monte Alegre (RN)
2010,1716307,2,Pau D'Arco (PA) || Pau D'Arco (TO)
2010,2611408,2,Primavera (PA) || Primavera (PE)
2010,2311603,2,Redenção (CE) || Redenção (PA)
2010,3305406,2,Sapucaia (PA) || Sapucaia (RJ)
2010,2928208,2,Santana (AP) || Santana (BA)
2010,4300604,2,Alvorada (RS) || Alvorada (TO)
2010,2100873,2,Araguanã (MA) || Araguanã (TO)
2010,4303103,3,Cachoeirinha (PE) || Cachoeirinha (RS) || Cachoeirinha (TO)
2010,2203701,2,Esperantina (PI) || Esperantina (TO)
2010,2910750,2,Fátima (BA) || Fátima (TO)
2010,2910859,2,Filadélfia (BA) || Filadélfia (TO)
2010,4311403,2,Lajeado (RS) || Lajeado (TO)
2010,3303104,2,Natividade (RJ) || Natividade (TO)
2010,2922508,2,Nazaré (BA) || Nazaré (TO)
2010,2510204,3,Nova Olinda (CE) || Nova Olinda (PB) || Nova Olinda (TO)
2010,3204302,2,Presidente Kennedy (ES) || Presidente Kennedy (TO)
2010,3154457,2,Riachinho (MG) || Riachinho (TO)
2010,4117602,2,Palmas (PR) || Palmas (TO)
2010,3300506,3,Bom Jardim (MA) || Bom Jardim (PE) || Bom Jardim (RJ)
2010,3511300,2,Cedral (MA) || Cedral (SP)
2010,4305587,2,Colinas (MA) || Colinas (RS)
2010,5206909,2,Davinópolis (GO) || Davinópolis (MA)
2010,4115903,2,Mirador (MA) || Mirador (PR)
2010,2925600,2,Presidente Dutra (BA) || Presidente Dutra (MA)
2010,3153202,2,Presidente Juscelino (MA) || Presidente Juscelino (MG)
2010,4215554,4,Santa Helena (MA) || Santa Helena (PB) || Santa Helena (PR) || Santa Helena (SC)
2010,4123600,3,Santa Inês (BA) || Santa Inês (MA) || Santa Inês (PR)
2010,3157807,4,Santa Luzia (BA) || Santa Luzia (MA) || Santa Luzia (MG) || Santa Luzia (PB)
2010,2513703,2,Santa Rita (MA) || Santa Rita (PB)
2010,2513901,2,São Bento (MA) || São Bento (PB)
2010,4216305,2,São João Batista (MA) || São João Batista (SC)
2010,3162708,2,São João do Paraíso (MA) || São João do Paraíso (MG)
2010,2413706,2,Sítio Novo (MA) || Sítio Novo (RN)
2010,3205101,2,Viana (ES) || Viana (MA)
2010,2700102,3,Água Branca (AL) || Água Branca (PB) || Água Branca (PI)
2010,2700706,2,Batalha (AL) || Batalha (PI)
2010,3506805,2,Bocaina (PI) || Bocaina (SP)
2010,4302303,4,Bom Jesus (PI) || Bom Jesus (RN) || Bom Jesus (RS) || Bom Jesus (SC)
2010,5002803,2,Caracol (MS) || Caracol (PI)
2010,2612554,2,Santa Filomena (PE) || Santa Filomena (PI)
2010,5108402,2,Várzea Grande (MT) || Várzea Grande (PI)
2010,4201901,2,Aurora (CE) || Aurora (SC)
2010,4104808,2,Cascavel (CE) || Cascavel (PR)
2010,2604304,2,Cedro (CE) || Cedro (PE)
2010,5209705,2,Hidrolândia (CE) || Hidrolândia (GO)
2010,4110052,2,Iguatu (CE) || Iguatu (PR)
2010,4310405,2,Independência (CE) || Independência (RS)
2010,5005004,2,Jardim (CE) || Jardim (MS)
2010,2921302,2,Milagres (BA) || Milagres (CE)
2010,5213806,2,Morrinhos (CE) || Morrinhos (GO)
2010,2804904,2,Pacatuba (CE) || Pacatuba (SE)
2010,2511004,2,Pedra Branca (CE) || Pedra Branca (PB)
2010,2412005,2,São Gonçalo do Amarante (CE) || São Gonçalo do Amarante (RN)
2010,2800506,2,Areia Branca (RN) || Areia Branca (SE)
2010,5002704,3,Campo Grande (AL) || Campo Grande (MS) || Campo Grande (RN)
2010,2501534,2,Baraúna (PB) || Baraúna (RN)
2010,2602506,2,Brejinho (PE) || Brejinho (RN)
2010,2504074,2,Caraúbas (PB) || Caraúbas (RN)
2010,2610400,2,Parnamirim (PE) || Parnamirim (RN)
2010,5210802,2,Itajá (GO) || Itajá (RN)
2010,2917904,2,Jandaíra (BA) || Jandaíra (RN)
2010,2703908,2,Jundiá (AL) || Jundiá (RN)
2010,3145901,3,Ouro Branco (AL) || Ouro Branco (MG) || Ouro Branco (RN)
2010,4316907,2,Santa Maria (RN) || Santa Maria (RS)
2010,5106372,2,Pedra Preta (MT) || Pedra Preta (RN)
2010,2511608,2,Pilões (PB) || Pilões (RN)
2010,2926400,2,Riacho de Santana (BA) || Riacho de Santana (RN)
2010,2805901,2,Riachuelo (RN) || Riachuelo (SE)
2010,2927200,2,Ruy Barbosa (BA) || Ruy Barbosa (RN)
2010,2612455,3,Santa Cruz (PB) || Santa Cruz (PE) || Santa Cruz (RN)
2010,3550407,2,São Pedro (RN) || São Pedro (SP)
2010,4126108,2,São Tomé (PR) || São Tomé (RN)
2010,3551009,2,São Vicente (RN) || São Vicente (SP)
2010,2930501,2,Serrinha (BA) || Serrinha (RN)
2010,4217907,2,Tangará (RN) || Tangará (SC)
2010,4322707,4,Vera Cruz (BA) || Vera Cruz (RN) || Vera Cruz (RS) || Vera Cruz (SP)
2010,3171303,3,Viçosa (AL) || Viçosa (MG) || Viçosa (RN)
2010,2600609,2,Alagoinha (PB) || Alagoinha (PE)
2010,4101705,2,Araruna (PB) || Araruna (PR)
2010,4303400,2,Caiçara (PB) || Caiçara (RS)
2010,2908606,2,Conde (BA) || Conde (PB)
2010,2802908,2,Itabaiana (PB) || Itabaiana (SE)
2010,3522802,2,Itaporanga (PB) || Itaporanga (SP)
2010,2610707,2,Paulista (PB) || Paulista (PE)
2010,2706901,2,Pilar (AL) || Pilar (PB)
2010,3152808,2,Prata (MG) || Prata (PB)
2010,2925808,2,Queimadas (BA) || Queimadas (PB)
2010,2611533,2,Quixaba (PB) || Quixaba (PE)
2010,4215505,2,Santa Cecília (PB) || Santa Cecília (SC)
2010,3547809,2,Santo André (PB) || Santo André (SP)
2010,5219803,5,São Domingos (BA) || São Domingos (GO) || São Domingos (PB) || São Domingos (SC) || São Domingos (SE)
2010,3551702,2,Sertãozinho (PB) || Sertãozinho (SP)
2010,4320800,2,Soledade (PB) || Soledade (RS)
2010,2931202,2,Taperoá (BA) || Taperoá (PB)
2010,4321352,2,Tavares (PB) || Tavares (RS)
2010,4322004,3,Triunfo (PB) || Triunfo (PE) || Triunfo (RS)
2010,2802205,2,Feira Nova (PE) || Feira Nova (SE)
2010,4107900,2,Floresta (PE) || Floresta (PR)
2010,4110300,2,Inajá (PE) || Inajá (PR)
2010,4111100,3,Itambé (BA) || Itambé (PE) || Itambé (PR)
2010,3137536,2,Lagoa Grande (MG) || Lagoa Grande (PE)
2010,4212700,2,Petrolândia (PE) || Petrolândia (SC)
2010,5107776,4,Santa Terezinha (BA) || Santa Terezinha (MT) || Santa Terezinha (PE) || Santa Terezinha (SC)
2010,4124806,2,São João (PE) || São João (PR)
2010,2931707,2,Terra Nova (BA) || Terra Nova (PE)
2010,5221403,2,Trindade (GO) || Trindade (PE)
2010,4102208,2,Atalaia (AL) || Atalaia (PR)
2010,3111002,2,Campestre (AL) || Campestre (MG)
2010,4203303,2,Campo Alegre (AL) || Campo Alegre (SC)
2010,2801306,2,Capela (AL) || Capela (SE)
2010,4210506,2,Maravilha (AL) || Maravilha (SC)
2010,3535002,2,Palestina (AL) || Palestina (SP)
2010,5217203,2,Piranhas (AL) || Piranhas (GO)
2010,3550704,2,São Sebastião (AL) || São Sebastião (SP)
2010,4119301,2,Pinhão (PR) || Pinhão (SE)
2010,4215604,2,Santa Rosa de Lima (SC) || Santa Rosa de Lima (SE)
2010,3549003,3,São Francisco (MG) || São Francisco (SE) || São Francisco (SP)
2010,5203203,2,Barro Alto (BA) || Barro Alto (GO)
2010,4202156,2,Belmonte (BA) || Belmonte (SC)
2010,3111804,2,Canápolis (BA) || Canápolis (MG)
2010,5102702,2,Canarana (BA) || Canarana (MT)
2010,3112000,2,Candeias (BA) || Candeias (MG)
2010,4205175,2,Entre Rios (BA) || Entre Rios (SC)
2010,3524204,2,Jaborandi (BA) || Jaborandi (SP)
2010,5212204,3,Jussara (BA) || Jussara (GO) || Jussara (PR)
2010,5214051,3,Mundo Novo (BA) || Mundo Novo (GO) || Mundo Novo (MS)
2010,4117008,2,Nova Fátima (BA) || Nova Fátima (PR)
2010,4211652,3,Novo Horizonte (BA) || Novo Horizonte (SC) || Novo Horizonte (SP)
2010,4314704,4,Planalto (BA) || Planalto (PR) || Planalto (RS) || Planalto (SP)
2010,3157203,2,Santa Bárbara (BA) || Santa Bárbara (MG)
2010,4318309,2,São Gabriel (BA) || São Gabriel (RS)
2010,4320701,2,Sobradinho (BA) || Sobradinho (RS)
2010,3554300,2,Teodoro Sampaio (BA) || Teodoro Sampaio (SP)
2010,3306107,2,Valença (BA) || Valença (RJ)
2010,5100201,2,Água Boa (MG) || Água Boa (MT)
2010,4201208,2,Antônio Carlos (MG) || Antônio Carlos (SC)
2010,4103008,3,Boa Esperança (ES) || Boa Esperança (MG) || Boa Esperança (PR)
2010,4103206,2,Bom Sucesso (MG) || Bom Sucesso (PR)
2010,5204250,2,Cachoeira Dourada (GO) || Cachoeira Dourada (MG)
2010,4104451,3,Cantagalo (MG) || Cantagalo (PR) || Cantagalo (RJ)
2010,5208103,2,Formoso (GO) || Formoso (MG)
2010,4206405,2,Guaraciaba (MG) || Guaraciaba (SC)
2010,4110409,2,Indianópolis (MG) || Indianópolis (PR)
2010,3522406,2,Itapeva (MG) || Itapeva (SP)
2010,4310900,2,Jacutinga (MG) || Jacutinga (RS)
2010,5212253,2,Lagoa Santa (GO) || Lagoa Santa (MG)
2010,4113254,2,Laranjal (MG) || Laranjal (PR)
2010,3302858,2,Mesquita (MG) || Mesquita (RJ)
2010,3541208,2,Presidente Bernardes (MG) || Presidente Bernardes (SP)
2010,4318200,2,São Francisco de Paula (MG) || São Francisco de Paula (RS)
2010,4126900,2,Tapira (MG) || Tapira (PR)
2010,3553500,2,Tapiraí (MG) || Tapiraí (SP)
2010,4127700,2,Toledo (MG) || Toledo (PR)
2010,3555307,2,Turmalina (MG) || Turmalina (SP)
2010,4219176,2,Vargem Bonita (MG) || Vargem Bonita (SC)
2010,4128500,2,Wenceslau Braz (MG) || Wenceslau Braz (PR)
2010,4200804,2,Anchieta (ES) || Anchieta (SC)
2010,3543907,2,Rio Claro (RJ) || Rio Claro (SP)
2010,4202099,2,Barra Bonita (SC) || Barra Bonita (SP)
2010,4103453,2,Cafelândia (PR) || Cafelândia (SP)
2010,5003751,2,Eldorado (MS) || Eldorado (SP)
2010,5207501,2,Estrela do Norte (GO) || Estrela do Norte (SP)
2010,4108809,2,Guaíra (PR) || Guaíra (SP)
2010,4109203,2,Guaraci (PR) || Guaraci (SP)
2010,4208955,2,Jardinópolis (SC) || Jardinópolis (SP)
2010,4211108,2,Monte Castelo (SC) || Monte Castelo (SP)
2010,4211850,2,Ouro Verde (SC) || Ouro Verde (SP)
2010,4117800,2,Palmital (PR) || Palmital (SP)
2010,4212239,2,Paraíso (SC) || Paraíso (SP)
2010,4212908,2,Pinhalzinho (SC) || Pinhalzinho (SP)
2010,4119657,2,Pitangueiras (PR) || Pitangueiras (SP)
2010,4213807,2,Praia Grande (SC) || Praia Grande (SP)
2010,4215356,2,Saltinho (SC) || Saltinho (SP)
2010,5219357,2,Santa Isabel (GO) || Santa Isabel (SP)
2010,4123824,2,Santa Lúcia (PR) || Santa Lúcia (SP)
2010,4216008,2,São Carlos (SC) || São Carlos (SP)
2010,5220405,2,São Simão (GO) || São Simão (SP)
2010,4127403,2,Terra Roxa (PR) || Terra Roxa (SP)
2010,4219150,2,Vargem (SC) || Vargem (SP)
2010,5001508,2,Bandeirantes (MS) || Bandeirantes (PR)
2010,4301800,2,Barracão (PR) || Barracão (RS)
2010,4204004,2,Catanduvas (PR) || Catanduvas (SC)
2010,4305603,2,Colorado (PR) || Colorado (RS)
2010,5003504,2,Douradina (MS) || Douradina (PR)
2010,5103908,2,General Carneiro (MT) || General Carneiro (PR)
2010,4207858,2,Irati (PR) || Irati (SC)
2010,5214804,2,Nova Aurora (GO) || Nova Aurora (PR)
2010,5106232,2,Nova Olímpia (MT) || Nova Olímpia (PR)
2010,4212056,2,Palmeira (PR) || Palmeira (SC)
2010,5007307,2,Rio Negro (MS) || Rio Negro (PR)
2010,4320107,2,Sarandi (PR) || Sarandi (RS)
2010,4320909,2,Tapejara (PR) || Tapejara (RS)
2010,4218806,2,Turvo (PR) || Turvo (SC)
2010,5215009,2,Nova Veneza (GO) || Nova Veneza (SC)
2010,4319109,2,São Martinho (RS) || São Martinho (SC)
2011,2109239,2,Presidente Médici (MA) || Presidente Médici (RO)
2011,4128625,2,Alto Paraíso (PR) || Alto Paraíso (RO)
2011,3109303,2,Buritis (MG) || Buritis (RO)
2011,3136603,2,Nova União (MG) || Nova União (RO)
2011,4306205,3,Cruzeiro do Sul (AC) || Cruzeiro do Sul (PR) || Cruzeiro do Sul (RS)
2011,5107206,2,Rio Branco (AC) || Rio Branco (MT)
2011,4309704,2,Humaitá (AM) || Humaitá (RS)
2011,4208401,2,Itapiranga (AM) || Itapiranga (SC)
2011,4112405,2,Japurá (AM) || Japurá (PR)
2011,3552700,2,Tabatinga (AM) || Tabatinga (SP)
2011,4300554,3,Alto Alegre (RR) || Alto Alegre (RS) || Alto Alegre (SP)
2011,3108107,2,Bonfim (MG) || Bonfim (RR)
2011,2700805,3,Belém (AL) || Belém (PA) || Belém (PB)
2011,1703305,2,Bom Jesus do Tocantins (PA) || Bom Jesus do Tocantins (TO)
2011,5002209,4,Bonito (BA) || Bonito (MS) || Bonito (PA) || Bonito (PE)
2011,4104501,2,Capanema (PA) || Capanema (PR)
2011,2407807,2,Monte Alegre (PA) || Monte Alegre (RN)
2011,1716307,2,Pau D'Arco (PA) || Pau D'Arco (TO)
2011,2611408,2,Primavera (PA) || Primavera (PE)
2011,2311603,2,Redenção (CE) || Redenção (PA)
2011,3305406,2,Sapucaia (PA) || Sapucaia (RJ)
2011,2928208,2,Santana (AP) || Santana (BA)
2011,4300604,2,Alvorada (RS) || Alvorada (TO)
2011,2100873,2,Araguanã (MA) || Araguanã (TO)
2011,4303103,3,Cachoeirinha (PE) || Cachoeirinha (RS) || Cachoeirinha (TO)
2011,2203701,2,Esperantina (PI) || Esperantina (TO)
2011,2910750,2,Fátima (BA) || Fátima (TO)
2011,2910859,2,Filadélfia (BA) || Filadélfia (TO)
2011,4311403,2,Lajeado (RS) || Lajeado (TO)
2011,3303104,2,Natividade (RJ) || Natividade (TO)
2011,2922508,2,Nazaré (BA) || Nazaré (TO)
2011,2510204,3,Nova Olinda (CE) || Nova Olinda (PB) || Nova Olinda (TO)
2011,3204302,2,Presidente Kennedy (ES) || Presidente Kennedy (TO)
2011,3154457,2,Riachinho (MG) || Riachinho (TO)
2011,4117602,2,Palmas (PR) || Palmas (TO)
2011,3300506,3,Bom Jardim (MA) || Bom Jardim (PE) || Bom Jardim (RJ)
2011,3511300,2,Cedral (MA) || Cedral (SP)
2011,4305587,2,Colinas (MA) || Colinas (RS)
2011,5206909,2,Davinópolis (GO) || Davinópolis (MA)
2011,4115903,2,Mirador (MA) || Mirador (PR)
2011,2925600,2,Presidente Dutra (BA) || Presidente Dutra (MA)
2011,3153202,2,Presidente Juscelino (MA) || Presidente Juscelino (MG)
2011,4215554,4,Santa Helena (MA) || Santa Helena (PB) || Santa Helena (PR) || Santa Helena (SC)
2011,4123600,3,Santa Inês (BA) || Santa Inês (MA) || Santa Inês (PR)
2011,3157807,4,Santa Luzia (BA) || Santa Luzia (MA) || Santa Luzia (MG) || Santa Luzia (PB)
2011,2513703,2,Santa Rita (MA) || Santa Rita (PB)
2011,2513901,2,São Bento (MA) || São Bento (PB)
2011,4216305,2,São João Batista (MA) || São João Batista (SC)
2011,3162708,2,São João do Paraíso (MA) || São João do Paraíso (MG)
2011,2413706,2,Sítio Novo (MA) || Sítio Novo (RN)
2011,3205101,2,Viana (ES) || Viana (MA)
2011,2700102,3,Água Branca (AL) || Água Branca (PB) || Água Branca (PI)
2011,2700706,2,Batalha (AL) || Batalha (PI)
2011,3506805,2,Bocaina (PI) || Bocaina (SP)
2011,4302303,4,Bom Jesus (PI) || Bom Jesus (RN) || Bom Jesus (RS) || Bom Jesus (SC)
2011,5002803,2,Caracol (MS) || Caracol (PI)
2011,2612554,2,Santa Filomena (PE) || Santa Filomena (PI)
2011,5108402,2,Várzea Grande (MT) || Várzea Grande (PI)
2011,4201901,2,Aurora (CE) || Aurora (SC)
2011,4104808,2,Cascavel (CE) || Cascavel (PR)
2011,2604304,2,Cedro (CE) || Cedro (PE)
2011,5209705,2,Hidrolândia (CE) || Hidrolândia (GO)
2011,4110052,2,Iguatu (CE) || Iguatu (PR)
2011,4310405,2,Independência (CE) || Independência (RS)
2011,5005004,2,Jardim (CE) || Jardim (MS)
2011,2921302,2,Milagres (BA) || Milagres (CE)
2011,5213806,2,Morrinhos (CE) || Morrinhos (GO)
2011,2804904,2,Pacatuba (CE) || Pacatuba (SE)
2011,2511004,2,Pedra Branca (CE) || Pedra Branca (PB)
2011,2412005,2,São Gonçalo do Amarante (CE) || São Gonçalo do Amarante (RN)
2011,2800506,2,Areia Branca (RN) || Areia Branca (SE)
2011,5002704,3,Campo Grande (AL) || Campo Grande (MS) || Campo Grande (RN)
2011,2501534,2,Baraúna (PB) || Baraúna (RN)
2011,2602506,2,Brejinho (PE) || Brejinho (RN)
2011,2504074,2,Caraúbas (PB) || Caraúbas (RN)
2011,2610400,2,Parnamirim (PE) || Parnamirim (RN)
2011,5210802,2,Itajá (GO) || Itajá (RN)
2011,2917904,2,Jandaíra (BA) || Jandaíra (RN)
2011,2703908,2,Jundiá (AL) || Jundiá (RN)
2011,3145901,3,Ouro Branco (AL) || Ouro Branco (MG) || Ouro Branco (RN)
2011,4316907,2,Santa Maria (RN) || Santa Maria (RS)
2011,5106372,2,Pedra Preta (MT) || Pedra Preta (RN)
2011,2511608,2,Pilões (PB) || Pilões (RN)
2011,2926400,2,Riacho de Santana (BA) || Riacho de Santana (RN)
2011,2805901,2,Riachuelo (RN) || Riachuelo (SE)
2011,2927200,2,Ruy Barbosa (BA) || Ruy Barbosa (RN)
2011,2612455,3,Santa Cruz (PB) || Santa Cruz (PE) || Santa Cruz (RN)
2011,3550407,2,São Pedro (RN) || São Pedro (SP)
2011,4126108,2,São Tomé (PR) || São Tomé (RN)
2011,3551009,2,São Vicente (RN) || São Vicente (SP)
2011,2930501,2,Serrinha (BA) || Serrinha (RN)
2011,4217907,2,Tangará (RN) || Tangará (SC)
2011,4322707,4,Vera Cruz (BA) || Vera Cruz (RN) || Vera Cruz (RS) || Vera Cruz (SP)
2011,3171303,3,Viçosa (AL) || Viçosa (MG) || Viçosa (RN)
2011,2600609,2,Alagoinha (PB) || Alagoinha (PE)
2011,4101705,2,Araruna (PB) || Araruna (PR)
2011,4303400,2,Caiçara (PB) || Caiçara (RS)
2011,2908606,2,Conde (BA) || Conde (PB)
2011,2802908,2,Itabaiana (PB) || Itabaiana (SE)
2011,3522802,2,Itaporanga (PB) || Itaporanga (SP)
2011,2610707,2,Paulista (PB) || Paulista (PE)
2011,2706901,2,Pilar (AL) || Pilar (PB)
2011,3152808,2,Prata (MG) || Prata (PB)
2011,2925808,2,Queimadas (BA) || Queimadas (PB)
2011,2611533,2,Quixaba (PB) || Quixaba (PE)
2011,4215505,2,Santa Cecília (PB) || Santa Cecília (SC)
2011,3547809,2,Santo André (PB) || Santo André (SP)
2011,5219803,5,São Domingos (BA) || São Domingos (GO) || São Domingos (PB) || São Domingos (SC) || São Domingos (SE)
2011,3551702,2,Sertãozinho (PB) || Sertãozinho (SP)
2011,4320800,2,Soledade (PB) || Soledade (RS)
2011,2931202,2,Taperoá (BA) || Taperoá (PB)
2011,4321352,2,Tavares (PB) || Tavares (RS)
2011,4322004,3,Triunfo (PB) || Triunfo (PE) || Triunfo (RS)
2011,2802205,2,Feira Nova (PE) || Feira Nova (SE)
2011,4107900,2,Floresta (PE) || Floresta (PR)
2011,4110300,2,Inajá (PE) || Inajá (PR)
2011,4111100,3,Itambé (BA) || Itambé (PE) || Itambé (PR)
2011,3137536,2,Lagoa Grande (MG) || Lagoa Grande (PE)
2011,4212700,2,Petrolândia (PE) || Petrolândia (SC)
2011,5107776,4,Santa Terezinha (BA) || Santa Terezinha (MT) || Santa Terezinha (PE) || Santa Terezinha (SC)
2011,4124806,2,São João (PE) || São João (PR)
2011,2931707,2,Terra Nova (BA) || Terra Nova (PE)
2011,5221403,2,Trindade (GO) || Trindade (PE)
2011,4102208,2,Atalaia (AL) || Atalaia (PR)
2011,3111002,2,Campestre (AL) || Campestre (MG)
2011,4203303,2,Campo Alegre (AL) || Campo Alegre (SC)
2011,2801306,2,Capela (AL) || Capela (SE)
