year,cod_mun,distinct_place_names,place_names
2012,4322707,4,Vera Cruz (BA) || Vera Cruz (RN) || Vera Cruz (RS) || Vera Cruz (SP)
2012,3171303,3,Viçosa (AL) || Viçosa (MG) || Viçosa (RN)
2012,2600609,2,Alagoinha (PB) || Alagoinha (PE)
2012,4101705,2,Araruna (PB) || Araruna (PR)
2012,4303400,2,Caiçara (PB) || Caiçara (RS)
2012,2908606,2,Conde (BA) || Conde (PB)
2012,2802908,2,Itabaiana (PB) || Itabaiana (SE)
2012,3522802,2,Itaporanga (PB) || Itaporanga (SP)
2012,2610707,2,Paulista (PB) || Paulista (PE)
2012,2706901,2,Pilar (AL) || Pilar (PB)
2012,3152808,2,Prata (MG) || Prata (PB)
2012,2925808,2,Queimadas (BA) || Queimadas (PB)
2012,2611533,2,Quixaba (PB) || Quixaba (PE)
2012,4215505,2,Santa Cecília (PB) || Santa Cecília (SC)
2012,3547809,2,Santo André (PB) || Santo André (SP)
2012,5219803,5,São Domingos (BA) || São Domingos (GO) || São Domingos (PB) || São Domingos (SC) || São Domingos (SE)
2012,3551702,2,Sertãozinho (PB) || Sertãozinho (SP)
2012,4320800,2,Soledade (PB) || Soledade (RS)
2012,2931202,2,Taperoá (BA) || Taperoá (PB)
2012,4321352,2,Tavares (PB) || Tavares (RS)
2012,4322004,3,Triunfo (PB) || Triunfo (PE) || Triunfo (RS)
2012,2802205,2,Feira Nova (PE) || Feira Nova (SE)
2012,4107900,2,Floresta (PE) || Floresta (PR)
2012,4110300,2,Inajá (PE) || Inajá (PR)
2012,4111100,3,Itambé (BA) || Itambé (PE) || Itambé (PR)
2012,3137536,2,Lagoa Grande (MG) || Lagoa Grande (PE)
2012,4212700,2,Petrolândia (PE) || Petrolândia (SC)
2012,5107776,4,Santa Terezinha (BA) || Santa Terezinha (MT) || Santa Terezinha (PE) || Santa Terezinha (SC)
2012,4124806,2,São João (PE) || São João (PR)
2012,2931707,2,Terra Nova (BA) || Terra Nova (PE)
2012,5221403,2,Trindade (GO) || Trindade (PE)
2012,4102208,2,Atalaia (AL) || Atalaia (PR)
2012,3111002,2,Campestre (AL) || Campestre (MG)
2012,4203303,2,Campo Alegre (AL) || Campo Alegre (SC)
2012,2801306,2,Capela (AL) || Capela (SE)
2012,4210506,2,Maravilha (AL) || Maravilha (SC)
2012,3535002,2,Palestina (AL) || Palestina (SP)
2012,5217203,2,Piranhas (AL) || Piranhas (GO)
2012,3550704,2,São Sebastião (AL) || São Sebastião (SP)
2012,4119301,2,Pinhão (PR) || Pinhão (SE)
2012,4215604,2,Santa Rosa de Lima (SC) || Santa Rosa de Lima (SE)
2012,3549003,3,São Francisco (MG) || São Francisco (SE) || São Francisco (SP)
2012,5203203,2,Barro Alto (BA) || Barro Alto (GO)
2012,4202156,2,Belmonte (BA) || Belmonte (SC)
2012,3111804,2,Canápolis (BA) || Canápolis (MG)
2012,5102702,2,Canarana (BA) || Canarana (MT)
2012,3112000,2,Candeias (BA) || Candeias (MG)
2012,4205175,2,Entre Rios (BA) || Entre Rios (SC)
2012,3524204,2,Jaborandi (BA) || Jaborandi (SP)
2012,5212204,3,Jussara (BA) || Jussara (GO) || Jussara (PR)
2012,5214051,3,Mundo Novo (BA) || Mundo Novo (GO) || Mundo Novo (MS)
2012,4117008,2,Nova Fátima (BA) || Nova Fátima (PR)
2012,4211652,3,Novo Horizonte (BA) || Novo Horizonte (SC) || Novo Horizonte (SP)
2012,4314704,4,Planalto (BA) || Planalto (PR) || Planalto (RS) || Planalto (SP)
2012,3157203,2,Santa Bárbara (BA) || Santa Bárbara (MG)
2012,4318309,2,São Gabriel (BA) || São Gabriel (RS)
2012,4320701,2,Sobradinho (BA) || Sobradinho (RS)
2012,3554300,2,Teodoro Sampaio (BA) || Teodoro Sampaio (SP)
2012,3306107,2,Valença (BA) || Valença (RJ)
2012,5100201,2,Água Boa (MG) || Água Boa (MT)
2012,4201208,2,Antônio Carlos (MG) || Antônio Carlos (SC)
2012,4103008,3,Boa Esperança (ES) || Boa Esperança (MG) || Boa Esperança (PR)
2012,4103206,2,Bom Sucesso (MG) || Bom Sucesso (PR)
2012,5204250,2,Cachoeira Dourada (GO) || Cachoeira Dourada (MG)
2012,4104451,3,Cantagalo (MG) || Cantagalo (PR) || Cantagalo (RJ)
2012,5208103,2,Formoso (GO) || Formoso (MG)
2012,4206405,2,Guaraciaba (MG) || Guaraciaba (SC)
2012,4110409,2,Indianópolis (MG) || Indianópolis (PR)
2012,3522406,2,Itapeva (MG) || Itapeva (SP)
2012,4310900,2,Jacutinga (MG) || Jacutinga (RS)
2012,5212253,2,Lagoa Santa (GO) || Lagoa Santa (MG)
2012,4113254,2,Laranjal (MG) || Laranjal (PR)
2012,3302858,2,Mesquita (MG) || Mesquita (RJ)
2012,3541208,2,Presidente Bernardes (MG) || Presidente Bernardes (SP)
2012,4318200,2,São Francisco de Paula (MG) || São Francisco de Paula (RS)
2012,4126900,2,Tapira (MG) || Tapira (PR)
2012,3553500,2,Tapiraí (MG) || Tapiraí (SP)
2012,4127700,2,Toledo (MG) || Toledo (PR)
2012,3555307,2,Turmalina (MG) || Turmalina (SP)
2012,4219176,2,Vargem Bonita (MG) || Vargem Bonita (SC)
2012,4128500,2,Wenceslau Braz (MG) || Wenceslau Braz (PR)
2012,4200804,2,Anchieta (ES) || Anchieta (SC)
2012,3543907,2,Rio Claro (RJ) || Rio Claro (SP)
2012,4202099,2,Barra Bonita (SC) || Barra Bonita (SP)
2012,4103453,2,Cafelândia (PR) || Cafelândia (SP)
2012,5003751,2,Eldorado (MS) || Eldorado (SP)
2012,5207501,2,Estrela do Norte (GO) || Estrela do Norte (SP)
2012,4108809,2,Guaíra (PR) || Guaíra (SP)
2012,4109203,2,Guaraci (PR) || Guaraci (SP)
2012,4208955,2,Jardinópolis (SC) || Jardinópolis (SP)
2012,4211108,2,Monte Castelo (SC) || Monte Castelo (SP)
2012,4211850,2,Ouro Verde (SC) || Ouro Verde (SP)
2012,4117800,2,Palmital (PR) || Palmital (SP)
2012,4212239,2,Paraíso (SC) || Paraíso (SP)
2012,4212908,2,Pinhalzinho (SC) || Pinhalzinho (SP)
2012,4119657,2,Pitangueiras (PR) || Pitangueiras (SP)
2012,4213807,2,Praia Grande (SC) || Praia Grande (SP)
2012,4215356,2,Saltinho (SC) || Saltinho (SP)
2012,5219357,2,Santa Isabel (GO) || Santa Isabel (SP)
2012,4123824,2,Santa Lúcia (PR) || Santa Lúcia (SP)
2012,4216008,2,São Carlos (SC) || São Carlos (SP)
2012,5220405,2,São Simão (GO) || São Simão (SP)
2012,4127403,2,Terra Roxa (PR) || Terra Roxa (SP)
2012,4219150,2,Vargem (SC) || Vargem (SP)
2012,5001508,2,Bandeirantes (MS) || Bandeirantes (PR)
2012,4301800,2,Barracão (PR) || Barracão (RS)
2012,4204004,2,Catanduvas (PR) || Catanduvas (SC)
2012,4305603,2,Colorado (PR) || Colorado (RS)
2012,5003504,2,Douradina (MS) || Douradina (PR)
2012,5103908,2,General Carneiro (MT) || General Carneiro (PR)
2012,4207858,2,Irati (PR) || Irati (SC)
2012,5214804,2,Nova Aurora (GO) || Nova Aurora (PR)
2012,5106232,2,Nova Olímpia (MT) || Nova Olímpia (PR)
2012,4212056,2,Palmeira (PR) || Palmeira (SC)
2012,5007307,2,Rio Negro (MS) || Rio Negro (PR)
2012,4320107,2,Sarandi (PR) || Sarandi (RS)
2012,4320909,2,Tapejara (PR) || Tapejara (RS)
2012,4218806,2,Turvo (PR) || Turvo (SC)
2012,5215009,2,Nova Veneza (GO) || Nova Veneza (SC)
2012,4319109,2,São Martinho (RS) || São Martinho (SC)
2013,2109239,2,Presidente Médici (MA) || Presidente Médici (RO)
2013,4128625,2,Alto Paraíso (PR) || Alto Paraíso (RO)
2013,3109303,2,Buritis (MG) || Buritis (RO)
2013,3136603,2,Nova União (MG) || Nova União (RO)
2013,4306205,3,Cruzeiro do Sul (AC) || Cruzeiro do Sul (PR) || Cruzeiro do Sul (RS)
2013,5107206,2,Rio Branco (AC) || Rio Branco (MT)
2013,4309704,2,Humaitá (AM) || Humaitá (RS)
2013,4208401,2,Itapiranga (AM) || Itapiranga (SC)
2013,4112405,2,Japurá (AM) || Japurá (PR)
2013,3552700,2,Tabatinga (AM) || Tabatinga (SP)
2013,4300554,3,Alto Alegre (RR) || Alto Alegre (RS) || Alto Alegre (SP)
2013,3108107,2,Bonfim (MG) || Bonfim (RR)
2013,2700805,3,Belém (AL) || Belém (PA) || Belém (PB)
2013,1703305,2,Bom Jesus do Tocantins (PA) || Bom Jesus do Tocantins (TO)
2013,5002209,4,Bonito (BA) || Bonito (MS) || Bonito (PA) || Bonito (PE)
2013,4104501,2,Capanema (PA) || Capanema (PR)
2013,2407807,2,Monte Alegre (PA) || Monte Alegre (RN)
2013,1716307,2,Pau D'Arco (PA) || Pau D'Arco (TO)
2013,2611408,2,Primavera (PA) || Primavera (PE)
2013,2311603,2,Redenção (CE) || Redenção (PA)
2013,3305406,2,Sapucaia (PA) || Sapucaia (RJ)
2013,2928208,2,Santana (AP) || Santana (BA)
2013,4300604,2,Alvorada (RS) || Alvorada (TO)
2013,2100873,2,Araguanã (MA) || Araguanã (TO)
2013,4303103,3,Cachoeirinha (PE) || Cachoeirinha (RS) || Cachoeirinha (TO)
2013,2203701,2,Esperantina (PI) || Esperantina (TO)
2013,2910750,2,Fátima (BA) || Fátima (TO)
2013,2910859,2,Filadélfia (BA) || Filadélfia (TO)
2013,4311403,2,Lajeado (RS) || Lajeado (TO)
2013,3303104,2,Natividade (RJ) || Natividade (TO)
2013,2922508,2,Nazaré (BA) || Nazaré (TO)
2013,2510204,3,Nova Olinda (CE) || Nova Olinda (PB) || Nova Olinda (TO)
2013,3204302,2,Presidente Kennedy (ES) || Presidente Kennedy (TO)
2013,3154457,2,Riachinho (MG) || Riachinho (TO)
2013,4117602,2,Palmas (PR) || Palmas (TO)
2013,3300506,3,Bom Jardim (MA) || Bom Jardim (PE) || Bom Jardim (RJ)
2013,3511300,2,Cedral (MA) || Cedral (SP)
2013,4305587,2,Colinas (MA) || Colinas (RS)
2013,5206909,2,Davinópolis (GO) || Davinópolis (MA)
2013,4115903,2,Mirador (MA) || Mirador (PR)
2013,2925600,2,Presidente Dutra (BA) || Presidente Dutra (MA)
2013,3153202,2,Presidente Juscelino (MA) || Presidente Juscelino (MG)
2013,4215554,4,Santa Helena (MA) || Santa Helena (PB) || Santa Helena (PR) || Santa Helena (SC)
2013,4123600,3,Santa Inês (BA) || Santa Inês (MA) || Santa Inês (PR)
2013,3157807,4,Santa Luzia (BA) || Santa Luzia (MA) || Santa Luzia (MG) || Santa Luzia (PB)
2013,2513703,2,Santa Rita (MA) || Santa Rita (PB)
2013,2513901,2,São Bento (MA) || São Bento (PB)
2013,4216305,2,São João Batista (MA) || São João Batista (SC)
2013,3162708,2,São João do Paraíso (MA) || São João do Paraíso (MG)
2013,2413706,2,Sítio Novo (MA) || Sítio Novo (RN)
2013,3205101,2,Viana (ES) || Viana (MA)
2013,2700102,3,Água Branca (AL) || Água Branca (PB) || Água Branca (PI)
2013,2700706,2,Batalha (AL) || Batalha (PI)
2013,3506805,2,Bocaina (PI) || Bocaina (SP)
2013,4302303,4,Bom Jesus (PI) || Bom Jesus (RN) || Bom Jesus (RS) || Bom Jesus (SC)
2013,5002803,2,Caracol (MS) || Caracol (PI)
2013,2612554,2,Santa Filomena (PE) || Santa Filomena (PI)
2013,5108402,2,Várzea Grande (MT) || Várzea Grande (PI)
2013,4201901,2,Aurora (CE) || Aurora (SC)
2013,4104808,2,Cascavel (CE) || Cascavel (PR)
2013,2604304,2,Cedro (CE) || Cedro (PE)
2013,5209705,2,Hidrolândia (CE) || Hidrolândia (GO)
2013,4110052,2,Iguatu (CE) || Iguatu (PR)
2013,4310405,2,Independência (CE) || Independência (RS)
2013,5005004,2,Jardim (CE) || Jardim (MS)
2013,2921302,2,Milagres (BA) || Milagres (CE)
2013,5213806,2,Morrinhos (CE) || Morrinhos (GO)
2013,2804904,2,Pacatuba (CE) || Pacatuba (SE)
2013,2511004,2,Pedra Branca (CE) || Pedra Branca (PB)
2013,2412005,2,São Gonçalo do Amarante (CE) || São Gonçalo do Amarante (RN)
2013,2800506,2,Areia Branca (RN) || Areia Branca (SE)
2013,5002704,3,Campo Grande (AL) || Campo Grande (MS) || Campo Grande (RN)
2013,2501534,2,Baraúna (PB) || Baraúna (RN)
2013,2602506,2,Brejinho (PE) || Brejinho (RN)
2013,2504074,2,Caraúbas (PB) || Caraúbas (RN)
2013,2610400,2,Parnamirim (PE) || Parnamirim (RN)
2013,5210802,2,Itajá (GO) || Itajá (RN)
2013,2917904,2,Jandaíra (BA) || Jandaíra (RN)
2013,2703908,2,Jundiá (AL) || Jundiá (RN)
2013,3145901,3,Ouro Branco (AL) || Ouro Branco (MG) || Ouro Branco (RN)
2013,4316907,2,Santa Maria (RN) || Santa Maria (RS)
2013,5106372,2,Pedra Preta (MT) || Pedra Preta (RN)
2013,2511608,2,Pilões (PB) || Pilões (RN)
2013,2926400,2,Riacho de Santana (BA) || Riacho de Santana (RN)
2013,2805901,2,Riachuelo (RN) || Riachuelo (SE)
2013,2927200,2,Ruy Barbosa (BA) || Ruy Barbosa (RN)
2013,2612455,3,Santa Cruz (PB) || Santa Cruz (PE) || Santa Cruz (RN)
2013,3550407,2,São Pedro (RN) || São Pedro (SP)
2013,4126108,2,São Tomé (PR) || São Tomé (RN)
2013,3551009,2,São Vicente (RN) || São Vicente (SP)
2013,2930501,2,Serrinha (BA) || Serrinha (RN)
2013,4217907,2,Tangará (RN) || Tangará (SC)
2013,4322707,4,Vera Cruz (BA) || Vera Cruz (RN) || Vera Cruz (RS) || Vera Cruz (SP)
2013,3171303,3,Viçosa (AL) || Viçosa (MG) || Viçosa (RN)
2013,2600609,2,Alagoinha (PB) || Alagoinha (PE)
2013,4101705,2,Araruna (PB) || Araruna (PR)
2013,4303400,2,Caiçara (PB) || Caiçara (RS)
2013,2908606,2,Conde (BA) || Conde (PB)
2013,2802908,2,Itabaiana (PB) || Itabaiana (SE)
2013,3522802,2,Itaporanga (PB) || Itaporanga (SP)
2013,2610707,2,Paulista (PB) || Paulista (PE)
2013,2706901,2,Pilar (AL) || Pilar (PB)
2013,3152808,2,Prata (MG) || Prata (PB)
2013,2925808,2,Queimadas (BA) || Queimadas (PB)
2013,2611533,2,Quixaba (PB) || Quixaba (PE)
2013,4215505,2,Santa Cecília (PB) || Santa Cecília (SC)
2013,3547809,2,Santo André (PB) || Santo André (SP)
2013,5219803,5,São Domingos (BA) || São Domingos (GO) || São Domingos (PB) || São Domingos (SC) || São Domingos (SE)
2013,3551702,2,Sertãozinho (PB) || Sertãozinho (SP)
2013,4320800,2,Soledade (PB) || Soledade (RS)
2013,2931202,2,Taperoá (BA) || Taperoá (PB)
2013,4321352,2,Tavares (PB) || Tavares (RS)
2013,4322004,3,Triunfo (PB) || Triunfo (PE) || Triunfo (RS)
2013,2802205,2,Feira Nova (PE) || Feira Nova (SE)
2013,4107900,2,Floresta (PE) || Floresta (PR)
2013,4110300,2,Inajá (PE) || Inajá (PR)
2013,4111100,3,Itambé (BA) || Itambé (PE) || Itambé (PR)
2013,3137536,2,Lagoa Grande (MG) || Lagoa Grande (PE)
2013,4212700,2,Petrolândia (PE) || Petrolândia (SC)
2013,5107776,4,Santa Terezinha (BA) || Santa Terezinha (MT) || Santa Terezinha (PE) || Santa Terezinha (SC)
2013,4124806,2,São João (PE) || São João (PR)
2013,2931707,2,Terra Nova (BA) || Terra Nova (PE)
2013,5221403,2,Trindade (GO) || Trindade (PE)
2013,4102208,2,Atalaia (AL) || Atalaia (PR)
2013,3111002,2,Campestre (AL) || Campestre (MG)
2013,4203303,2,Campo Alegre (AL) || Campo Alegre (SC)
2013,2801306,2,Capela (AL) || Capela (SE)
2013,4210506,2,Maravilha (AL) || Maravilha (SC)
2013,3535002,2,Palestina (AL) || Palestina (SP)
2013,5217203,2,Piranhas (AL) || Piranhas (GO)
2013,3550704,2,São Sebastião (AL) || São Sebastião (SP)
2013,4119301,2,Pinhão (PR) || Pinhão (SE)
2013,4215604,2,Santa Rosa de Lima (SC) || Santa Rosa de Lima (SE)
2013,3549003,3,São Francisco (MG) || São Francisco (SE) || São Francisco (SP)
2013,5203203,2,Barro Alto (BA) || Barro Alto (GO)
2013,4202156,2,Belmonte (BA) || Belmonte (SC)
2013,3111804,2,Canápolis (BA) || Canápolis (MG)
2013,5102702,2,Canarana (BA) || Canarana (MT)
2013,3112000,2,Candeias (BA) || Candeias (MG)
2013,4205175,2,Entre Rios (BA) || Entre Rios (SC)
2013,3524204,2,Jaborandi (BA) || Jaborandi (SP)
2013,5212204,3,Jussara (BA) || Jussara (GO) || Jussara (PR)
2013,5214051,3,Mundo Novo (BA) || Mundo Novo (GO) || Mundo Novo (MS)
2013,4117008,2,Nova Fátima (BA) || Nova Fátima (PR)
2013,4211652,3,Novo Horizonte (BA) || Novo Horizonte (SC) || Novo Horizonte (SP)
2013,4314704,4,Planalto (BA) || Planalto (PR) || Planalto (RS) || Planalto (SP)
2013,3157203,2,Santa Bárbara (BA) || Santa Bárbara (MG)
2013,4318309,2,São Gabriel (BA) || São Gabriel (RS)
2013,4320701,2,Sobradinho (BA) || Sobradinho (RS)
2013,3554300,2,Teodoro Sampaio (BA) || Teodoro Sampaio (SP)
2013,3306107,2,Valença (BA) || Valença (RJ)
2013,5100201,2,Água Boa (MG) || Água Boa (MT)
2013,4201208,2,Antônio Carlos (MG) || Antônio Carlos (SC)
2013,4103008,3,Boa Esperança (ES) || Boa Esperança (MG) || Boa Esperança (PR)
2013,4103206,2,Bom Sucesso (MG) || Bom Sucesso (PR)
2013,5204250,2,Cachoeira Dourada (GO) || Cachoeira Dourada (MG)
2013,4104451,3,Cantagalo (MG) || Cantagalo (PR) || Cantagalo (RJ)
2013,5208103,2,Formoso (GO) || Formoso (MG)
2013,4206405,2,Guaraciaba (MG) || Guaraciaba (SC)
2013,4110409,2,Indianópolis (MG) || Indianópolis (PR)
2013,3522406,2,Itapeva (MG) || Itapeva (SP)
2013,4310900,2,Jacutinga (MG) || Jacutinga (RS)
2013,5212253,2,Lagoa Santa (GO) || Lagoa Santa (MG)
2013,4113254,2,Laranjal (MG) || Laranjal (PR)
2013,3302858,2,Mesquita (MG) || Mesquita (RJ)
2013,3541208,2,Presidente Bernardes (MG) || Presidente Bernardes (SP)
2013,4318200,2,São Francisco de Paula (MG) || São Francisco de Paula (RS)
2013,4126900,2,Tapira (MG) || Tapira (PR)
2013,3553500,2,Tapiraí (MG) || Tapiraí (SP)
2013,4127700,2,Toledo (MG) || Toledo (PR)
2013,3555307,2,Turmalina (MG) || Turmalina (SP)
2013,4219176,2,Vargem Bonita (MG) || Vargem Bonita (SC)
2013,4128500,2,Wenceslau Braz (MG) || Wenceslau Braz (PR)
2013,4200804,2,Anchieta (ES) || Anchieta (SC)
2013,3543907,2,Rio Claro (RJ) || Rio Claro (SP)
2013,4202099,2,Barra Bonita (SC) || Barra Bonita (SP)
2013,4103453,2,Cafelândia (PR) || Cafelândia (SP)
2013,5003751,2,Eldorado (MS) || Eldorado (SP)
2013,5207501,2,Estrela do Norte (GO) || Estrela do Norte (SP)
2013,4108809,2,Guaíra (PR) || Guaíra (SP)
2013,4109203,2,Guaraci (PR) || Guaraci (SP)
2013,4208955,2,Jardinópolis (SC) || Jardinópolis (SP)
2013,4211108,2,Monte Castelo (SC) || Monte Castelo (SP)
2013,4211850,2,Ouro Verde (SC) || Ouro Verde (SP)
2013,4117800,2,Palmital (PR) || Palmital (SP)
2013,4212239,2,Paraíso (SC) || Paraíso (SP)
2013,4212908,2,Pinhalzinho (SC) || Pinhalzinho (SP)
2013,4119657,2,Pitangueiras (PR) || Pitangueiras (SP)
2013,4213807,2,Praia Grande (SC) || Praia Grande (SP)
2013,4215356,2,Saltinho (SC) || Saltinho (SP)
2013,5219357,2,Santa Isabel (GO) || Santa Isabel (SP)
2013,4123824,2,Santa Lúcia (PR) || Santa Lúcia (SP)
2013,4216008,2,São Carlos (SC) || São Carlos (SP)
2013,5220405,2,São Simão (GO) || São Simão (SP)
2013,4127403,2,Terra Roxa (PR) || Terra Roxa (SP)
2013,4219150,2,Vargem (SC) || Vargem (SP)
2013,5001508,2,Bandeirantes (MS) || Bandeirantes (PR)
2013,4301800,2,Barracão (PR) || Barracão (RS)
2013,4204004,2,Catanduvas (PR) || Catanduvas (SC)
2013,4305603,2,Colorado (PR) || Colorado (RS)
2013,5003504,2,Douradina (MS) || Douradina (PR)
2013,5103908,2,General Carneiro (MT) || General Carneiro (PR)
2013,4207858,2,Irati (PR) || Irati (SC)
2013,5214804,2,Nova Aurora (GO) || Nova Aurora (PR)
2013,5106232,2,Nova Olímpia (MT) || Nova Olímpia (PR)
2013,4212056,2,Palmeira (PR) || Palmeira (SC)
2013,5007307,2,Rio Negro (MS) || Rio Negro (PR)
2013,4320107,2,Sarandi (PR) || Sarandi (RS)
2013,4320909,2,Tapejara (PR) || Tapejara (RS)
2013,4218806,2,Turvo (PR) || Turvo (SC)
2013,5215009,2,Nova Veneza (GO) || Nova Veneza (SC)
2013,4319109,2,São Martinho (RS) || São Martinho (SC)
2014,2109239,2,Presidente Médici (MA) || Presidente Médici (RO)
2014,4128625,2,Alto Paraíso (PR) || Alto Paraíso (RO)
2014,3109303,2,Buritis (MG) || Buritis (RO)
2014,3136603,2,Nova União (MG) || Nova União (RO)
2014,4306205,3,Cruzeiro do Sul (AC) || Cruzeiro do Sul (PR) || Cruzeiro do Sul (RS)
2014,5107206,2,Rio Branco (AC) || Rio Branco (MT)
2014,4309704,2,Humaitá (AM) || Humaitá (RS)
2014,4208401,2,Itapiranga (AM) || Itapiranga (SC)
2014,4112405,2,Japurá (AM) || Japurá (PR)
2014,3552700,2,Tabatinga (AM) || Tabatinga (SP)
2014,4300554,3,Alto Alegre (RR) || Alto Alegre (RS) || Alto Alegre (SP)
2014,3108107,2,Bonfim (MG) || Bonfim (RR)
2014,2700805,3,Belém (AL) || Belém (PA) || Belém (PB)
2014,1703305,2,Bom Jesus do Tocantins (PA) || Bom Jesus do Tocantins (TO)
2014,5002209,4,Bonito (BA) || Bonito (MS) || Bonito (PA) || Bonito (PE)
2014,4104501,2,Capanema (PA) || Capanema (PR)
2014,2407807,2,Monte Alegre (PA) || Monte Alegre (RN)
2014,1716307,2,Pau D'Arco (PA) || Pau D'Arco (TO)
2014,2611408,2,Primavera (PA) || Primavera (PE)
2014,2311603,2,Redenção (CE) || Redenção (PA)
2014,3305406,2,Sapucaia (PA) || Sapucaia (RJ)
2014,2928208,2,Santana (AP) || Santana (BA)
2014,4300604,2,Alvorada (RS) || Alvorada (TO)
2014,2100873,2,Araguanã (MA) || Araguanã (TO)
2014,4303103,3,Cachoeirinha (PE) || Cachoeirinha (RS) || Cachoeirinha (TO)
2014,2203701,2,Esperantina (PI) || Esperantina (TO)
2014,2910750,2,Fátima (BA) || Fátima (TO)
2014,2910859,2,Filadélfia (BA) || Filadélfia (TO)
2014,4311403,2,Lajeado (RS) || Lajeado (TO)
2014,3303104,2,Natividade (RJ) || Natividade (TO)
2014,2922508,2,Nazaré (BA) || Nazaré (TO)
2014,2510204,3,Nova Olinda (CE) || Nova Olinda (PB) || Nova Olinda (TO)
2014,3204302,2,Presidente Kennedy (ES) || Presidente Kennedy (TO)
2014,3154457,2,Riachinho (MG) || Riachinho (TO)
2014,4117602,2,Palmas (PR) || Palmas (TO)
2014,3300506,3,Bom Jardim (MA) || Bom Jardim (PE) || Bom Jardim (RJ)
2014,3511300,2,Cedral (MA) || Cedral (SP)
2014,4305587,2,Colinas (MA) || Colinas (RS)
2014,5206909,2,Davinópolis (GO) || Davinópolis (MA)
2014,4115903,2,Mirador (MA) || Mirador (PR)
2014,2925600,2,Presidente Dutra (BA) || Presidente Dutra (MA)
2014,3153202,2,Presidente Juscelino (MA) || Presidente Juscelino (MG)
2014,4215554,4,Santa Helena (MA) || Santa Helena (PB) || Santa Helena (PR) || Santa Helena (SC)
2014,4123600,3,Santa Inês (BA) || Santa Inês (MA) || Santa Inês (PR)
2014,3157807,4,Santa Luzia (BA) || Santa Luzia (MA) || Santa Luzia (MG) || Santa Luzia (PB)
2014,2513703,2,Santa Rita (MA) || Santa Rita (PB)
2014,2513901,2,São Bento (MA) || São Bento (PB)
2014,4216305,2,São João Batista (MA) || São João Batista (SC)
2014,3162708,2,São João do Paraíso (MA) || São João do Paraíso (MG)
2014,2413706,2,Sítio Novo (MA) || Sítio Novo (RN)
2014,3205101,2,Viana (ES) || Viana (MA)
2014,2700102,3,Água Branca (AL) || Água Branca (PB) || Água Branca (PI)
2014,2700706,2,Batalha (AL) || Batalha (PI)
2014,3506805,2,Bocaina (PI) || Bocaina (SP)
2014,4302303,4,Bom Jesus (PI) || Bom Jesus (RN) || Bom Jesus (RS) || Bom Jesus (SC)
2014,5002803,2,Caracol (MS) || Caracol (PI)
2014,2612554,2,Santa Filomena (PE) || Santa Filomena (PI)
2014,5108402,2,Várzea Grande (MT) || Várzea Grande (PI)
2014,4201901,2,Aurora (CE) || Aurora (SC)
2014,4104808,2,Cascavel (CE) || Cascavel (PR)
2014,2604304,2,Cedro (CE) || Cedro (PE)
2014,5209705,2,Hidrolândia (CE) || Hidrolândia (GO)
2014,4110052,2,Iguatu (CE) || Iguatu (PR)
2014,4310405,2,Independência (CE) || Independência (RS)
2014,5005004,2,Jardim (CE) || Jardim (MS)
2014,2921302,2,Milagres (BA) || Milagres (CE)
2014,5213806,2,Morrinhos (CE) || Morrinhos (GO)
2014,2804904,2,Pacatuba (CE) || Pacatuba (SE)
2014,2511004,2,Pedra Branca (CE) || Pedra Branca (PB)
2014,2412005,2,São Gonçalo do Amarante (CE) || São Gonçalo do Amarante (RN)
2014,2800506,2,Areia Branca (RN) || Areia Branca (SE)
2014,5002704,3,Campo Grande (AL) || Campo Grande (MS) || Campo Grande (RN)
2014,2501534,2,Baraúna (PB) || Baraúna (RN)
2014,2602506,2,Brejinho (PE) || Brejinho (RN)
2014,2504074,2,Caraúbas (PB) || Caraúbas (RN)
2014,2610400,2,Parnamirim (PE) || Parnamirim (RN)
2014,5210802,2,Itajá (GO) || Itajá (RN)
2014,2917904,2,Jandaíra (BA) || Jandaíra (RN)
2014,2703908,2,Jundiá (AL) || Jundiá (RN)
2014,3145901,3,Ouro Branco (AL) || Ouro Branco (MG) || Ouro Branco (RN)
2014,4316907,2,Santa Maria (RN) || Santa Maria (RS)
2014,5106372,2,Pedra Preta (MT) || Pedra Preta (RN)
2014,2511608,2,Pilões (PB) || Pilões (RN)
2014,2926400,2,Riacho de Santana (BA) || Riacho de Santana (RN)
2014,2805901,2,Riachuelo (RN) || Riachuelo (SE)
2014,2927200,2,Ruy Barbosa (BA) || Ruy Barbosa (RN)
2014,2612455,3,Santa Cruz (PB) || Santa Cruz (PE) || Santa Cruz (RN)
2014,3550407,2,São Pedro (RN) || São Pedro (SP)
2014,4126108,2,São Tomé (PR) || São Tomé (RN)
2014,3551009,2,São Vicente (RN) || São Vicente (SP)
2014,2930501,2,Serrinha (BA) || Serrinha (RN)
2014,4217907,2,Tangará (RN) || Tangará (SC)
2014,4322707,4,Vera Cruz (BA) || Vera Cruz (RN) || Vera Cruz (RS) || Vera Cruz (SP)
2014,3171303,3,Viçosa (AL) || Viçosa (MG) || Viçosa (RN)
2014,2600609,2,Alagoinha (PB) || Alagoinha (PE)
2014,4101705,2,Araruna (PB) || Araruna (PR)
2014,4303400,2,Caiçara (PB) || Caiçara (RS)
2014,2908606,2,Conde (BA) || Conde (PB)
2014,2802908,2,Itabaiana (PB) || Itabaiana (SE)
