year,quarter,relative_path,official_url,compressed_bytes,member_name,uncompressed_bytes,expansion_ratio,sha256,zip_valid,checked_at
2013,1,Darcio/data/raw_external/pnadc_quarterly/PNADC_012013_20250815.zip,https://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Nacional_por_Amostra_de_Domicilios_continua/Trimestral/Microdados/2013/PNADC_012013_20250815.zip,220354011,PNADC_012013.txt,1965410040,8.91932954195238,fbaeab1e6319de28e827b996c422cb067e7a9bdf346dbb0283b7aa09c20af309,TRUE,2026-09-02T02:44:14-0300
2013,2,Darcio/data/raw_external/pnadc_quarterly/PNADC_022013_20250815.zip,https://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Nacional_por_Amostra_de_Domicilios_continua/Trimestral/Microdados/2013/PNADC_022013_20250815.zip,223948919,PNADC_022013.txt,1993051680,8.89958160503557,a1c14c2deb70f6632ababf5f78d9ccb4aca60527ded38a2c5df08a2dded7fc66,TRUE,2026-09-02T02:44:15-0300
2013,3,Darcio/data/raw_external/pnadc_quarterly/PNADC_032013_20250815.zip,https://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Nacional_por_Amostra_de_Domicilios_continua/Trimestral/Microdados/2013/PNADC_032013_20250815.zip,223810057,PNADC_032013.txt,1988632080,8.88535621078011,d34f8aa8a7f5c6e6c4de219019426ead35b42b55ce8fa98b44af76af45773dd3,TRUE,2026-09-02T02:44:16-0300
2013,4,Darcio/data/raw_external/pnadc_quarterly/PNADC_042013_20250815.zip,https://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Nacional_por_Amostra_de_Domicilios_continua/Trimestral/Microdados/2013/PNADC_042013_20250815.zip,223918316,PNADC_042013.txt,1980962160,8.84680715444466,bbaa6908b6ae8ffce5726dc43ec2a47bb649f6764ac5018cb9fa1ac39b585865,TRUE,2026-09-02T02:44:17-0300
2014,1,Darcio/data/raw_external/pnadc_quarterly/PNADC_012014_20250815.zip,https://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Nacional_por_Amostra_de_Domicilios_continua/Trimestral/Microdados/2014/PNADC_012014_20250815.zip,226644664,PNADC_012014.txt,1995710400,8.80545945701153,b70f479f2ede9201f7cbb1924898056e2a459a6430796b8cb18852bbff34380e,TRUE,2026-09-02T02:44:19-0300
2014,2,Darcio/data/raw_external/pnadc_quarterly/PNADC_022014_20250815.zip,https://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Nacional_por_Amostra_de_Domicilios_continua/Trimestral/Microdados/2014/PNADC_022014_20250815.zip,227512181,PNADC_022014.txt,1992724560,8.75875986613657,b081607623398c15c33ef34c3f6bb3c6fd096a01d93a23f8a557020f1ca00a50,TRUE,2026-09-02T02:44:20-0300
2014,3,Darcio/data/raw_external/pnadc_quarterly/PNADC_032014_20250815.zip,https://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Nacional_por_Amostra_de_Domicilios_continua/Trimestral/Microdados/2014/PNADC_032014_20250815.zip,229457217,PNADC_032014.txt,2005920720,8.74202496755637,c45727dd606696aae34353ff76e1f7ebd3dd9b7aa7387b5ad4ad6de50fb057b5,TRUE,2026-09-02T02:44:21-0300
2014,4,Darcio/data/raw_external/pnadc_quarterly/PNADC_042014_20250815.zip,https://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Nacional_por_Amostra_de_Domicilios_continua/Trimestral/Microdados/2014/PNADC_042014_20250815.zip,229340270,PNADC_042014.txt,2000954760,8.72482952950217,d3f4398b52db0d7e931e7c49967eedfdf60d69e49fc6addaf2a4709c7aef3493,TRUE,2026-09-02T02:44:23-0300
2015,1,Darcio/data/raw_external/pnadc_quarterly/PNADC_012015_20250815.zip,https://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Nacional_por_Amostra_de_Domicilios_continua/Trimestral/Microdados/2015/PNADC_012015_20250815.zip,229737727,PNADC_012015.txt,1993977360,8.67936401233743,84dad79fdc04f0f22bfa1b784c2011d86bfc6fab7bce6896456ada2be0825775,TRUE,2026-09-02T02:44:24-0300
2015,2,Darcio/data/raw_external/pnadc_quarterly/PNADC_022015_20250815.zip,https://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Nacional_por_Amostra_de_Domicilios_continua/Trimestral/Microdados/2015/PNADC_022015_20250815.zip,230645646,PNADC_022015.txt,1997638320,8.66107101800656,bf4a69c4d336238347a464a5e075c144a6680108d78bdcc5f3a92e2e2fe4f758,TRUE,2026-09-02T02:44:26-0300
